botUsername
"kkuy_navobot"
"MediaTuneBot"
"PinterestUltraBot"
"PinterestSave_ROBot"
"TkTksavebot"
"IG_SaveBot"
"MrDragar_AudioBot"
"CodeNovaYouTubeBot"
"vidwnbot"
"SaveBroBot"
"INSTPULLBOT"
"J5Pbot"
"InstagramerSaveBot"
"YT_Shorts_saver_bot"
"VideoInAudio_bot"
"in_savebot"
"utez_bot"
"tiktoksaveoffbot"
"InstagramUltraBot"
"quicksbot"
"spotifysavebot"
"GramClipBot"
"YtbDownBot"
"TGDRoBot"
"FullSavebot"
"You_Tube_Saver_bot"
"TuberfyBot"
"SaveContent_ROBOT"
"OnSaveBot"
"You_Tube_Savee_bot"
"AllDowerBot"
"SaveInstRuBot"
"unisaverbot"
"You_Tube_Save_bot"
"YSaverRobot"
"wwsaver_bot"
"uzbyuklabot"
"InstagramSaversBot"
"ttloaderbot"
"UltraYTBot"
"tiktockbot"
"magicfromttbot"
"maksimtt_bot"
"anysave_robot"
"ttvidosbot"
"shortsabot"
"bot_VideoAndAudio_bot"
"allsavettbot"
"Allsavers_bot"
"ttsavbot"
"SaveYouTubeRu_bot"
"SaveSkyBot"
"TikTokSaveToBot"
"instsaverr_bot"
"instatobot"
"ExcSaverBot"
"UltraTTbot"
"shortsobot"
"SaveOFFbot"
"fromttbot"
"YTsavebot"
"InstagramSaveruBot"
"Instagram_Savee_robot"
"Tt_saave_bot"
"YoutubeDoBot"
"ttelerobot"
"sozandabot_izlabot_kuynavobot"
"AllDownsBot"
"JustYoutubeMusicBot"
"TikTokSavsBot"
"JustSaverBot"
"DownloaderTGbot"
"InstSaveToBot"
"SaveTikTokRu_Bot"
"TezdaYuklaRobot"
"aIIsaverbot"
"ttsavevideobot"
"tit_saverbot"
"wsavebot"
"savefast_bot"
"InstaDownloaderDevsBot"
"SaverfastTTbot"
"PinterestDownloaderDevsBot"
"shortsrobot"
"instadln_bot"
"TezdaYuklashBot"
"VideoSavedBot"
"yuklovchi_yuklaydi_bot"
"SaveFromVkBot"
"instagramersbot"
"ttlikebot"
"Save_InstagramRobot"
"Clipogrambot"
"kraken_tt_bot"
"AniSave_bot"
"ttcoolbot"
"unicalizatorvideo_bot"
"InstSaveRuBot"
"ISaverRobot"
"ByteFireDownloaderbot"
"zurnavobot"
"Topsaversbot"
"InstsavBot"
"Skasht_vibeo_bot"
"likeegetsbot"
"TIKTOKDOWNLOADROBOT"
"TikTokSavermBot"
"SaveMedia_bot"
"savefast_tiktok_bot"
"Saver_Youtube_Bot"
"AllSaveTTSbot"
"TTFullBot"
"ttsavebot"
"Tik_Tok_Savee_robot"
