botUsername
"Stellarlove_bot"
"gadalka_topbot"
"chetkiyrasklad_bot"
"HoroScopRoBot"
"AniRelax_bot"
"GoroGoroSibot"
"znak69bot"
"znak91bot"
"onvseznaetbot"
"aisudbot"
"SonnyX_bot"
"sudba_topbot"
"onvse_znaet_bot"
