botUsername
"medipsy_bot"
"ChatGPT4U_bot"
"Only_Five_bot"
"reshebnickbot"
"ChatGtprubot"
"SamGPTrobot"
"anime_2dbot"
"gigagokbot"
"gdzfiver_bot"
"FavoritAIBot"
"GPTRazbot"
"Chat_gpt_world_bot"
"gdz_po_photo_robot"
"dvoe4chka_bot"
"EnhanceX_Bot"
"yagptAlice_bot"
"qq_2d_ai_bot"
"TopNeuro_bot"
"bydlangptbot"
"plhub_bot"
"gptvio_bot"
"chat_neyro_bot"
"gdz_po_photo_bot"
"GPTChatRBot"
"dressoffyou_bot"
"neogpt4ro_bot"
"Imagenator_Bot"
"AgnChatGPT_bot"
"ChatGPT_Robbie_bot"
"Chat_Gpt_4_Rus_bot"
"AI_BG_Eraserbot"
"TurboGPTChatBot"
"reshebnick_robot"
"deeperaibot"
"reshalkacombot"
"ChatGPT3tg_bot"
"chat_gpt_unlim_bot"
"presa_unlim_bot"
"midjourney_unlim_bot"
"PhotoFixerBot"
"gpt3_unlim_chatbot"
"JabarAI_bot"
"OnlyNuAi_bot"
"KandinskyPicture_bot"
"visiontest1bot"
